YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W18,5667,,6671,0,,BG,6951482,BG,Age70_79,COM,701964
2021-W18,0,,0,0,,BG,6951482,BG,Age80+,JANSS,338305
2021-W18,1678,,1999,0,,BG,6951482,BG,Age80+,COM,338305
2021-W18,148,,740,0,,BG,6951482,BG,Age80+,MOD,338305
2021-W18,48,,2063,0,,BG,6951482,BG,Age80+,AZ,338305
2021-W18,0,,0,0,,BG,6951482,BG,AgeUNK,JANSS,
2021-W18,3,,34,0,,BG,6951482,BG,AgeUNK,AZ,
2021-W18,2,,0,0,,BG,6951482,BG,AgeUNK,MOD,
2021-W18,67,,21,0,,BG,6951482,BG,AgeUNK,COM,
2021-W18,7,,845,0,,BG,6951482,BG,HCW,AZ,243600
2021-W18,0,,0,0,,BG,6951482,BG,HCW,JANSS,243600
2021-W18,22,,254,0,,BG,6951482,BG,HCW,MOD,243600
2021-W18,253,,794,0,,BG,6951482,BG,HCW,COM,243600
2021-W18,7,,207,0,,BG,6951482,BG,LTCF,AZ,15000
2021-W18,0,,0,0,,BG,6951482,BG,LTCF,MOD,15000
2021-W18,0,,0,0,,BG,6951482,BG,LTCF,JANSS,15000
2021-W18,32,,93,0,,BG,6951482,BG,LTCF,COM,15000
2021-W19,1387,,62541,0,45600,BG,6951482,BG,ALL,AZ,5761802
2021-W19,46758,,44721,0,273780,BG,6951482,BG,ALL,COM,5761802
2021-W19,7411,,15472,0,36000,BG,6951482,BG,ALL,MOD,5761802
2021-W19,398,,0,0,12000,BG,6951482,BG,ALL,JANSS,5761802
2021-W19,1666,,992,0,,BG,6951482,BG,Age18_24,COM,427191
2021-W19,14,,0,0,,BG,6951482,BG,Age18_24,JANSS,427191
2021-W19,209,,256,0,,BG,6951482,BG,Age18_24,MOD,427191
2021-W19,83,,995,0,,BG,6951482,BG,Age18_24,AZ,427191
2021-W19,558,,13417,0,,BG,6951482,BG,Age25_49,AZ,2402352
2021-W19,2342,,3366,0,,BG,6951482,BG,Age25_49,MOD,2402352
2021-W19,180,,0,0,,BG,6951482,BG,Age25_49,JANSS,2402352
2021-W19,14008,,13551,0,,BG,6951482,BG,Age25_49,COM,2402352
2021-W19,7634,,7860,0,,BG,6951482,BG,Age50_59,COM,953355
2021-W19,1277,,2281,0,,BG,6951482,BG,Age50_59,MOD,953355
2021-W19,200,,10678,0,,BG,6951482,BG,Age50_59,AZ,953355
2021-W19,86,,0,0,,BG,6951482,BG,Age50_59,JANSS,953355
2021-W19,10640,,10612,0,,BG,6951482,BG,Age60_69,COM,938635
2021-W19,1653,,4089,0,,BG,6951482,BG,Age60_69,MOD,938635
2021-W19,223,,16528,0,,BG,6951482,BG,Age60_69,AZ,938635
2021-W19,73,,0,0,,BG,6951482,BG,Age60_69,JANSS,938635
2021-W19,204,,16201,0,,BG,6951482,BG,Age70_79,AZ,701964
2021-W19,1441,,4132,0,,BG,6951482,BG,Age70_79,MOD,701964
2021-W19,9713,,8997,0,,BG,6951482,BG,Age70_79,COM,701964
2021-W19,31,,0,0,,BG,6951482,BG,Age70_79,JANSS,701964
2021-W19,483,,1340,0,,BG,6951482,BG,Age80+,MOD,338305
2021-W19,3020,,2679,0,,BG,6951482,BG,Age80+,COM,338305
2021-W19,117,,4704,0,,BG,6951482,BG,Age80+,AZ,338305
2021-W19,13,,0,0,,BG,6951482,BG,Age80+,JANSS,338305
2021-W19,2,,18,0,,BG,6951482,BG,AgeUNK,AZ,
2021-W19,1,,0,0,,BG,6951482,BG,AgeUNK,JANSS,
2021-W19,77,,30,0,,BG,6951482,BG,AgeUNK,COM,
2021-W19,6,,8,0,,BG,6951482,BG,AgeUNK,MOD,
2021-W19,145,,247,0,,BG,6951482,BG,HCW,MOD,243600
2021-W19,21,,0,0,,BG,6951482,BG,HCW,JANSS,243600
2021-W19,30,,844,0,,BG,6951482,BG,HCW,AZ,243600
2021-W19,508,,923,0,,BG,6951482,BG,HCW,COM,243600
2021-W19,3,,362,0,,BG,6951482,BG,LTCF,AZ,15000
2021-W19,100,,109,0,,BG,6951482,BG,LTCF,COM,15000
2021-W19,0,,0,0,,BG,6951482,BG,LTCF,JANSS,15000
2021-W19,1,,30,0,,BG,6951482,BG,LTCF,MOD,15000
2021-W20,0,,0,0,0,BG,6951482,BG,ALL,AZ,5761802
2021-W20,0,,0,0,0,BG,6951482,BG,ALL,JANSS,5761802
2021-W20,0,,0,0,0,BG,6951482,BG,ALL,MOD,5761802
2021-W20,0,,0,0,273780,BG,6951482,BG,ALL,COM,5761802
2021-W20,6994,,11242,0,0,BG,6951482,BG,ALL,UNK,5761802
2020-W52,353,,0,0,9750,CY,888005,CY,ALL,COM,717452
2020-W52,4,,0,0,0,CY,888005,CY,Age18_24,COM,84850
2020-W52,40,,0,0,0,CY,888005,CY,Age25_49,COM,330295
2020-W52,29,,0,0,0,CY,888005,CY,Age50_59,COM,107634
2020-W52,31,,0,0,0,CY,888005,CY,Age60_69,COM,94714
2020-W52,28,,0,0,0,CY,888005,CY,Age70_79,COM,66429
2020-W52,221,,0,0,0,CY,888005,CY,Age80+,COM,33530
2020-W52,17,,0,0,0,CY,888005,CY,HCW,COM,
2020-W52,333,,0,0,0,CY,888005,CY,LTCF,COM,
2020-W53,2976,,0,0,6825,CY,888005,CY,ALL,COM,717452
2021-W01,3052,,0,0,6825,CY,888005,CY,ALL,COM,717452
2021-W01,20,,0,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W01,629,,0,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W01,789,,0,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W01,425,,0,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W01,237,,0,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W01,949,,0,0,0,CY,888005,CY,Age80+,COM,33530
2021-W01,3,,0,0,0,CY,888005,CY,AgeUNK,COM,
2021-W01,746,,0,0,0,CY,888005,CY,HCW,COM,
2021-W01,1176,,0,0,0,CY,888005,CY,LTCF,COM,
2021-W02,4213,,314,0,6825,CY,888005,CY,ALL,COM,717452
2021-W02,0,,0,0,1200,CY,888005,CY,ALL,MOD,717452
2021-W02,8,,4,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W02,256,,30,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W02,487,,28,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W02,290,,29,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W02,187,,27,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W02,2985,,196,0,0,CY,888005,CY,Age80+,COM,33530
2021-W02,498,,17,0,0,CY,888005,CY,HCW,COM,
2021-W02,352,,295,0,0,CY,888005,CY,LTCF,COM,
2021-W03,210,,0,0,0,CY,888005,CY,ALL,MOD,717452
2021-W03,4670,,2319,0,2430,CY,888005,CY,ALL,COM,717452
2021-W03,8,,19,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W03,218,,316,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W03,1,,0,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W03,256,,616,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W03,170,,369,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W03,161,,319,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W03,209,,0,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W03,3857,,675,0,0,CY,888005,CY,Age80+,COM,33530
2021-W03,0,,5,0,0,CY,888005,CY,AgeUNK,COM,
2021-W03,1,,0,0,0,CY,888005,CY,HCW,MOD,
2021-W03,259,,624,0,0,CY,888005,CY,HCW,COM,
2021-W03,131,,1498,0,0,CY,888005,CY,LTCF,COM,
2021-W03,6,,0,0,0,CY,888005,CY,LTCF,MOD,
2021-W04,210,,0,0,1200,CY,888005,CY,ALL,MOD,717452
2021-W04,4221,,2579,0,8190,CY,888005,CY,ALL,COM,717452
2021-W04,8,,13,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W04,3,,0,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W04,83,,401,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W04,118,,700,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W04,5,,0,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W04,69,,372,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W04,4,,0,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W04,1,,0,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W04,120,,215,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W04,197,,0,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W04,3822,,876,0,0,CY,888005,CY,Age80+,COM,33530
2021-W04,1,,2,0,0,CY,888005,CY,AgeUNK,COM,
2021-W04,141,,738,0,0,CY,888005,CY,HCW,COM,
2021-W04,9,,0,0,0,CY,888005,CY,HCW,MOD,
2021-W04,122,,748,0,0,CY,888005,CY,LTCF,COM,
2021-W04,2,,0,0,0,CY,888005,CY,LTCF,MOD,
2021-W05,3437,,4108,0,4770,CY,888005,CY,ALL,COM,717452
2021-W05,10,,8,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W05,144,,233,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W05,170,,464,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W05,129,,284,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W05,203,,181,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W05,2780,,2938,0,0,CY,888005,CY,Age80+,COM,33530
2021-W05,1,,0,0,0,CY,888005,CY,AgeUNK,COM,
2021-W05,170,,489,0,0,CY,888005,CY,HCW,COM,
2021-W05,82,,295,0,0,CY,888005,CY,LTCF,COM,
2021-W06,582,,0,0,7200,CY,888005,CY,ALL,AZ,717452
2021-W06,1,,0,0,0,CY,888005,CY,ALL,MOD,717452
2021-W06,6061,,4591,0,4680,CY,888005,CY,ALL,COM,717452
2021-W06,8,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W06,8,,6,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W06,256,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W06,166,,218,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W06,222,,240,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W06,152,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W06,136,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W06,180,,157,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W06,1,,0,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W06,839,,148,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W06,30,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W06,4645,,3822,0,0,CY,888005,CY,Age80+,COM,33530
2021-W06,1,,0,0,0,CY,888005,CY,AgeUNK,COM,
2021-W06,164,,224,0,0,CY,888005,CY,HCW,COM,
2021-W06,18,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W06,251,,122,0,0,CY,888005,CY,LTCF,COM,
2021-W06,29,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W07,111,,209,0,2400,CY,888005,CY,ALL,MOD,717452
2021-W07,5533,,0,0,7100,CY,888005,CY,ALL,AZ,717452
2021-W07,4064,,4188,0,9360,CY,888005,CY,ALL,COM,717452
2021-W07,141,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W07,6,,9,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W07,697,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W07,44,,87,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W07,3,,0,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W07,63,,123,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W07,5,,1,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W07,299,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W07,2,,0,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W07,264,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W07,61,,80,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W07,1,,0,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W07,3647,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W07,1294,,127,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W07,485,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W07,2596,,3761,0,0,CY,888005,CY,Age80+,COM,33530
2021-W07,100,,208,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W07,0,,1,0,0,CY,888005,CY,AgeUNK,COM,
2021-W07,3,,1,0,0,CY,888005,CY,HCW,MOD,
2021-W07,61,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W07,20,,157,0,0,CY,888005,CY,HCW,COM,
2021-W07,1,,6,0,0,CY,888005,CY,LTCF,MOD,
2021-W07,97,,137,0,0,CY,888005,CY,LTCF,COM,
2021-W07,137,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W08,11980,,0,0,14400,CY,888005,CY,ALL,AZ,717452
2021-W08,5,,205,0,3600,CY,888005,CY,ALL,MOD,717452
2021-W08,4257,,3449,0,10530,CY,888005,CY,ALL,COM,717452
2021-W08,65,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W08,1,,10,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W08,3,,3,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W08,18,,158,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W08,338,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W08,216,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W08,1,,5,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W08,17,,189,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W08,16,,138,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W08,190,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W08,1,,4,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W08,3968,,204,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W08,10245,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W08,0,,1,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W08,0,,192,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W08,237,,2749,0,0,CY,888005,CY,Age80+,COM,33530
2021-W08,926,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W08,0,,1,0,0,CY,888005,CY,AgeUNK,COM,
2021-W08,11,,183,0,0,CY,888005,CY,HCW,COM,
2021-W08,109,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W08,1,,9,0,0,CY,888005,CY,HCW,MOD,
2021-W08,32,,104,0,0,CY,888005,CY,LTCF,COM,
2021-W08,4,,2,0,0,CY,888005,CY,LTCF,MOD,
2021-W08,479,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W09,10468,,0,0,9600,CY,888005,CY,ALL,AZ,717452
2021-W09,3957,,5985,0,8190,CY,888005,CY,ALL,COM,717452
2021-W09,350,,0,0,0,CY,888005,CY,ALL,MOD,717452
2021-W09,43,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W09,2,,8,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W09,1,,0,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W09,518,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W09,22,,170,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W09,26,,212,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W09,286,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W09,76,,0,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W09,890,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W09,88,,179,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W09,3658,,835,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W09,8068,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W09,260,,0,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W09,662,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W09,161,,4580,0,0,CY,888005,CY,Age80+,COM,33530
2021-W09,13,,0,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W09,0,,1,0,0,CY,888005,CY,AgeUNK,COM,
2021-W09,1,,0,0,0,CY,888005,CY,AgeUNK,AZ,
2021-W09,12,,168,0,0,CY,888005,CY,HCW,COM,
2021-W09,115,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W09,121,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W09,54,,245,0,0,CY,888005,CY,LTCF,COM,
2021-W10,5462,,4056,0,10530,CY,888005,CY,ALL,COM,717452
2021-W10,2892,,2,0,0,CY,888005,CY,ALL,MOD,717452
2021-W10,12125,,0,0,21600,CY,888005,CY,ALL,AZ,717452
2021-W10,68,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W10,3,,5,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W10,2,,0,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W10,25,,42,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W10,446,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W10,2,,0,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W10,31,,64,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W10,252,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W10,4053,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W10,303,,0,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W10,1912,,60,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W10,3237,,1291,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W10,6600,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W10,2435,,0,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W10,254,,2594,0,0,CY,888005,CY,Age80+,COM,33530
2021-W10,706,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W10,150,,2,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W10,93,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W10,18,,23,0,0,CY,888005,CY,HCW,COM,
2021-W10,14,,0,0,0,CY,888005,CY,LTCF,MOD,
2021-W10,47,,101,0,0,CY,888005,CY,LTCF,COM,
2021-W10,280,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W11,2589,,4234,0,10530,CY,888005,CY,ALL,COM,717452
2021-W11,875,,0,0,9600,CY,888005,CY,ALL,AZ,717452
2021-W11,0,,109,0,0,CY,888005,CY,ALL,MOD,717452
2021-W11,13,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W11,0,,2,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W11,79,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W11,0,,3,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W11,19,,14,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W11,11,,16,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W11,0,,4,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W11,70,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W11,0,,2,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W11,382,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W11,1443,,18,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W11,0,,1,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W11,1008,,3931,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W11,258,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W11,108,,253,0,0,CY,888005,CY,Age80+,COM,33530
2021-W11,73,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W11,0,,99,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W11,6,,12,0,0,CY,888005,CY,HCW,COM,
2021-W11,1,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W11,0,,2,0,0,CY,888005,CY,HCW,MOD,
2021-W11,42,,29,0,0,CY,888005,CY,LTCF,COM,
2021-W11,53,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W11,0,,1,0,0,CY,888005,CY,LTCF,MOD,
2021-W12,6498,,0,0,0,CY,888005,CY,ALL,AZ,717452
2021-W12,5671,,3913,0,11700,CY,888005,CY,ALL,COM,717452
2021-W12,18,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W12,1,,2,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W12,274,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W12,31,,27,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W12,153,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W12,23,,22,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W12,3842,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W12,3677,,84,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W12,1849,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W12,1689,,3605,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W12,362,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W12,250,,173,0,0,CY,888005,CY,Age80+,COM,33530
2021-W12,28,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W12,16,,11,0,0,CY,888005,CY,HCW,COM,
2021-W12,99,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W12,52,,53,0,0,CY,888005,CY,LTCF,COM,
2021-W13,3907,,0,0,0,CY,888005,CY,ALL,AZ,717452
2021-W13,1886,,356,0,7200,CY,888005,CY,ALL,MOD,717452
2021-W13,2237,,5447,0,7020,CY,888005,CY,ALL,COM,717452
2021-W13,49,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W13,33,,0,0,0,CY,888005,CY,Age18_24,MOD,84850
2021-W13,31,,3,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W13,385,,24,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W13,735,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W13,441,,3,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W13,542,,2,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W13,534,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W13,486,,30,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W13,1080,,1900,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W13,2041,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W13,742,,77,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W13,394,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W13,210,,3223,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W13,105,,260,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W13,45,,267,0,0,CY,888005,CY,Age80+,COM,33530
2021-W13,23,,14,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W13,154,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W13,64,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W13,15,,19,0,0,CY,888005,CY,HCW,COM,
2021-W13,2,,2,0,0,CY,888005,CY,HCW,MOD,
2021-W13,7,,3,0,0,CY,888005,CY,LTCF,MOD,
2021-W13,31,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W13,5,,49,0,0,CY,888005,CY,LTCF,COM,
2021-W14,7865,,0,0,39200,CY,888005,CY,ALL,AZ,717452
2021-W14,7405,,2546,0,21060,CY,888005,CY,ALL,COM,717452
2021-W14,3050,,2859,0,7200,CY,888005,CY,ALL,MOD,717452
2021-W14,28,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W14,86,,0,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W14,9,,0,0,0,CY,888005,CY,Age18_24,MOD,84850
2021-W14,300,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W14,111,,3,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W14,1149,,19,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W14,493,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W14,1030,,14,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W14,123,,2,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W14,6085,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W14,2232,,301,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W14,4314,,1403,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W14,675,,998,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W14,702,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W14,464,,2409,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W14,111,,144,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W14,151,,112,0,0,CY,888005,CY,Age80+,COM,33530
2021-W14,257,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W14,7,,7,0,0,CY,888005,CY,HCW,COM,
2021-W14,15,,0,0,0,CY,888005,CY,HCW,MOD,
2021-W14,4,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W14,22,,15,0,0,CY,888005,CY,LTCF,MOD,
2021-W14,147,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W14,53,,43,0,0,CY,888005,CY,LTCF,COM,
2021-W15,11880,,5654,0,21060,CY,888005,CY,ALL,COM,717452
2021-W15,777,,3,0,6000,CY,888005,CY,ALL,MOD,717452
2021-W15,0,,0,0,2400,CY,888005,CY,ALL,JANSS,717452
2021-W15,6833,,0,0,800,CY,888005,CY,ALL,AZ,717452
2021-W15,33,,1,0,0,CY,888005,CY,Age18_24,COM,84850
2021-W15,15,,0,0,0,CY,888005,CY,Age18_24,AZ,84850
2021-W15,2,,0,0,0,CY,888005,CY,Age25_49,MOD,330295
2021-W15,148,,0,0,0,CY,888005,CY,Age25_49,AZ,330295
2021-W15,435,,30,0,0,CY,888005,CY,Age25_49,COM,330295
2021-W15,5,,0,0,0,CY,888005,CY,Age50_59,MOD,107634
2021-W15,6780,,24,0,0,CY,888005,CY,Age50_59,COM,107634
2021-W15,3967,,0,0,0,CY,888005,CY,Age50_59,AZ,107634
2021-W15,2566,,0,0,0,CY,888005,CY,Age60_69,AZ,94714
2021-W15,4332,,3649,0,0,CY,888005,CY,Age60_69,COM,94714
2021-W15,704,,0,0,0,CY,888005,CY,Age60_69,MOD,94714
2021-W15,56,,3,0,0,CY,888005,CY,Age70_79,MOD,66429
2021-W15,62,,0,0,0,CY,888005,CY,Age70_79,AZ,66429
2021-W15,249,,1688,0,0,CY,888005,CY,Age70_79,COM,66429
2021-W15,75,,0,0,0,CY,888005,CY,Age80+,AZ,33530
2021-W15,51,,262,0,0,CY,888005,CY,Age80+,COM,33530
2021-W15,10,,0,0,0,CY,888005,CY,Age80+,MOD,33530
2021-W15,12,,17,0,0,CY,888005,CY,HCW,COM,
2021-W15,4,,0,0,0,CY,888005,CY,HCW,AZ,
2021-W15,79,,0,0,0,CY,888005,CY,LTCF,AZ,
2021-W15,3,,3,0,0,CY,888005,CY,LTCF,MOD,
2021-W15,78,,55,0,0,CY,888005,CY,LTCF,COM,
2021-W16,10698,,255,0,14400,CY,888005,CY,ALL,AZ,717452
2021-W16,18034,,2197,0,39780,CY,888005,CY,ALL,COM,717452
2021-W16,33,,28,0,0,CY,888005,CY,Age18_24,COM,84850
